752 9628
307 719 -0.25
308 122 -0.25
308 123 -0.25
308 124 -0.2
308 125 -0.25
308 126 -0.2
308 128 -0.2
308 147 -0.25
308 157 -0.25
308 307 -0.25
308 308 4.5
308 309 -0.2
308 319 -0.25
308 324 -0.5
308 338 -1
308 719 -0.25
308 720 -0.2
309 124 -0.2
309 126 -0.2
309 128 -0.2
309 131 -0.25
309 143 -0.25
309 157 -0.25
309 308 -0.2
309 309 4.5
309 310 -0.5
309 320 -0.25
309 325 -0.5
309 339 -1
309 720 -0.2
309 721 -0.5
310 23 -0.2
310 124 -0.25
310 125 -0.2
310 126 -0.2
310 128 -0.2
310 146 -0.25
310 152 -0.25
310 309 -0.5
310 310 4.5
310 321 -0.25
310 326 -0.5
310 340 -1
310 721 -0.5
310 722 -0.2
311 311 4.69231
311 312 -0.2
311 313 -0.2
311 314 -0.2
311 315 -0.2
311 316 -0.0769231
311 317 -0.5
311 322 -0.0769231
311 323 -0.0769231
311 324 -0.0769231
311 325 -0.0769231
311 326 -0.0769231
311 328 -0.5
311 331 -0.5
311 333 -0.2
311 413 -0.5
311 454 -0.0769231
311 455 -0.0769231
311 457 -0.0769231
311 723 -1
312 311 -0.2
312 312 4.69231
312 313 -0.2
312 314 -0.2
312 315 -0.2
312 316 -0.0769231
312 318 -0.5
312 322 -0.0769231
312 323 -0.0769231
312 324 -0.0769231
312 325 -0.0769231
312 326 -0.0769231
312 328 -0.5
312 331 -0.5
312 333 -0.2
312 414 -0.5
312 454 -0.0769231
312 455 -0.0769231
312 457 -0.0769231
312 724 -1
313 311 -0.2
313 312 -0.2
313 313 4.69231
313 314 -0.2
313 315 -0.2
313 316 -0.0769231
313 319 -0.5
313 322 -0.0769231
313 323 -0.0769231
313 324 -0.0769231
313 325 -0.0769231
313 326 -0.0769231
313 328 -0.5
313 330 -0.5
313 333 -0.2
313 415 -0.5
313 454 -0.0769231
313 455 -0.0769231
313 457 -0.0769231
313 725 -1
314 311 -0.2
314 312 -0.2
314 313 -0.2
314 314 4.69231
314 315 -0.2
314 316 -0.0769231
314 320 -0.5
314 322 -0.0769231
314 323 -0.0769231
314 324 -0.0769231
314 325 -0.0769231
314 326 -0.0769231
314 329 -0.5
314 330 -0.5
314 333 -0.2
314 416 -0.5
314 454 -0.0769231
314 455 -0.0769231
314 457 -0.0769231
314 726 -1
315 311 -0.2
315 312 -0.2
315 313 -0.2
315 314 -0.2
315 315 4.69231
315 316 -0.0769231
315 321 -0.5
315 322 -0.0769231
315 323 -0.0769231
315 324 -0.0769231
315 325 -0.0769231
315 326 -0.0769231
315 329 -0.5
315 330 -0.5
315 333 -0.2
315 417 -0.5
315 454 -0.0769231
315 455 -0.0769231
315 457 -0.0769231
315 727 -1
316 15 -0.0769231
316 16 -0.5
316 36 -0.0769231
316 118 -0.0769231
316 151 -0.0769231
316 158 -0.0769231
316 311 -0.0769231
316 312 -0.0769231
316 313 -0.0769231
316 314 -0.0769231
316 315 -0.0769231
316 316 4
316 322 -0.0769231
316 323 -0.0769231
316 324 -0.0769231
316 325 -0.0769231
316 326 -0.0769231
316 332 -0.0769231
316 336 -0.0769231
316 337 -0.0769231
316 338 -0.0769231
316 339 -0.0769231
316 340 -0.0769231
316 346 -0.5
316 418 -1
316 454 -0.0769231
316 455 -0.0769231
316 457 -0.0769231
316 458 -0.0769231
316 569 -0.0769231
317 17 -0.0769231
317 137 -0.0769231
317 140 -0.0769231
317 147 -0.0769231
317 153 -0.0769231
317 154 -0.0769231
317 311 -0.5
317 317 4.61538
317 318 -0.166667
317 319 -0.166667
317 320 -0.166667
317 321 -0.166667
317 327 -0.0769231
317 331 -0.5
317 334 -0.166667
317 335 -1
317 345 -0.5
317 662 -0.0769231
318 17 -0.0769231
318 120 -0.333333
318 121 -0.333333
318 137 -0.0769231
318 140 -0.0769231
318 147 -0.0769231
318 153 -0.0769231
318 154 -0.0769231
318 307 -0.333333
318 312 -0.5
318 317 -0.166667
318 318 4.61539
318 319 -0.166667
318 320 -0.166667
318 321 -0.166667
318 327 -0.0769231
318 331 -0.5
318 334 -0.166667
318 344 -0.5
318 662 -0.0769231
319 17 -0.0769231
319 125 -0.25
319 137 -0.0769231
319 140 -0.0769231
319 147 -0.25
319 153 -0.0769231
319 154 -0.0769231
319 157 -0.25
319 308 -0.25
319 313 -0.5
319 317 -0.166667
319 318 -0.166667
319 319 4.53846
319 320 -0.166667
319 321 -0.166667
319 327 -0.0769231
319 330 -0.5
319 334 -0.166667
319 343 -0.5
319 662 -0.0769231
320 17 -0.0769231
320 131 -0.25
320 137 -0.0769231
320 140 -0.0769231
320 143 -0.25
320 147 -0.0769231
320 153 -0.0769231
320 154 -0.0769231
320 157 -0.25
320 309 -0.25
320 314 -0.5
320 317 -0.166667
320 318 -0.166667
320 319 -0.166667
320 320 4.61539
320 321 -0.166667
320 327 -0.0769231
320 330 -0.5
320 334 -0.166667
320 342 -0.5
320 662 -0.0769231
321 17 -0.0769231
321 124 -0.25
321 137 -0.0769231
321 140 -0.0769231
321 146 -0.25
321 147 -0.0769231
321 152 -0.25
321 153 -0.0769231
321 154 -0.0769231
321 310 -0.25
321 315 -0.5
321 317 -0.166667
321 318 -0.166667
321 319 -0.166667
321 320 -0.166667
321 321 4.61539
321 327 -0.0769231
321 330 -0.5
321 334 -0.166667
321 341 -0.5
321 662 -0.0769231
322 306 -0.5
322 311 -0.0769231
322 312 -0.0769231
322 313 -0.0769231
322 314 -0.0769231
322 315 -0.0769231
322 316 -0.0769231
322 322 3
322 323 -0.0769231
322 324 -0.0769231
322 325 -0.0769231
322 326 -0.0769231
322 336 -0.5
322 391 -0.5
322 454 -0.0769231
322 455 -0.0769231
322 457 -0.0769231
322 637 -0.5
323 307 -0.5
323 311 -0.0769231
323 312 -0.0769231
323 313 -0.0769231
323 314 -0.0769231
323 315 -0.0769231
323 316 -0.0769231
323 322 -0.0769231
323 323 3
323 324 -0.0769231
323 325 -0.0769231
323 326 -0.0769231
323 337 -0.5
323 392 -0.5
323 454 -0.0769231
323 455 -0.0769231
323 457 -0.0769231
323 636 -0.5
324 308 -0.5
324 311 -0.0769231
324 312 -0.0769231
324 313 -0.0769231
324 314 -0.0769231
324 315 -0.0769231
324 316 -0.0769231
324 322 -0.0769231
324 323 -0.0769231
324 324 3
324 325 -0.0769231
324 326 -0.0769231
324 338 -0.5
324 393 -0.5
324 454 -0.0769231
324 455 -0.0769231
324 457 -0.0769231
324 635 -0.5
325 309 -0.5
325 311 -0.0769231
325 312 -0.0769231
325 313 -0.0769231
325 314 -0.0769231
325 315 -0.0769231
325 316 -0.0769231
325 322 -0.0769231
325 323 -0.0769231
325 324 -0.0769231
325 325 3
325 326 -0.0769231
325 339 -0.5
325 394 -0.5
325 454 -0.0769231
325 455 -0.0769231
325 457 -0.0769231
325 634 -0.5
326 310 -0.5
326 311 -0.0769231
326 312 -0.0769231
326 313 -0.0769231
326 314 -0.0769231
326 315 -0.0769231
326 316 -0.0769231
326 322 -0.0769231
326 323 -0.0769231
326 324 -0.0769231
326 325 -0.0769231
326 326 3
326 340 -0.5
326 395 -0.5
326 454 -0.0769231
326 455 -0.0769231
326 457 -0.0769231
326 633 -0.5
327 17 -0.0769231
327 27 -0.5
327 63 -0.5
327 137 -0.0769231
327 140 -0.0769231
327 147 -0.0769231
327 153 -0.0769231
327 154 -0.0769231
327 306 -1
327 317 -0.0769231
327 318 -0.0769231
327 319 -0.0769231
327 320 -0.0769231
327 321 -0.0769231
327 327 3
327 334 -0.0769231
327 662 -0.0769231
328 311 -0.5
328 312 -0.5
328 313 -0.5
328 328 4
328 332 -1
328 413 -0.5
328 414 -0.5
328 415 -0.5
329 16 -0.2
329 17 -0.2
329 18 -0.2
329 314 -0.5
329 315 -0.5
329 329 4
329 332 -1
329 416 -0.5
329 417 -0.5
329 450 -0.2
329 455 -0.2
330 313 -0.5
330 314 -0.5
330 315 -0.5
330 319 -0.5
330 320 -0.5
330 321 -0.5
330 330 4
330 331 -1
331 311 -0.5
331 312 -0.5
331 317 -0.5
331 318 -0.5
331 330 -1
331 331 4
331 334 -1
332 15 -0.0769231
332 36 -0.0769231
332 118 -0.0769231
332 151 -0.0769231
332 158 -0.0769231
332 316 -0.0769231
332 328 -1
332 329 -1
332 332 4
332 333 -1
332 336 -0.0769231
332 337 -0.0769231
332 338 -0.0769231
332 339 -0.0769231
332 340 -0.0769231
332 458 -0.0769231
332 569 -0.0769231
333 311 -0.2
333 312 -0.2
333 313 -0.2
333 314 -0.2
333 315 -0.2
333 332 -1
333 333 2
334 17 -0.0769231
334 137 -0.0769231
334 140 -0.0769231
334 147 -0.0769231
334 153 -0.0769231
334 154 -0.0769231
334 317 -0.166667
334 318 -0.166667
334 319 -0.166667
334 320 -0.166667
334 321 -0.166667
334 327 -0.0769231
334 331 -1
334 334 2.61538
334 662 -0.0769231
335 121 -0.166667
335 123 -0.166667
335 152 -0.166667
335 306 -0.166667
335 307 -0.166667
335 317 -1
335 335 2
335 718 -0.166667
336 15 -0.0769231
336 36 -0.0769231
336 118 -0.0769231
336 151 -0.0769231
336 158 -0.0769231
336 306 -1
336 316 -0.0769231
336 322 -0.5
336 332 -0.0769231
336 336 2.5
336 337 -0.0769231
336 338 -0.0769231
336 339 -0.0769231
336 340 -0.0769231
336 458 -0.0769231
336 569 -0.0769231
337 15 -0.0769231
337 36 -0.0769231
337 118 -0.0769231
337 151 -0.0769231
337 158 -0.0769231
337 307 -1
337 316 -0.0769231
337 323 -0.5
337 332 -0.0769231
337 336 -0.0769231
337 337 2.5
337 338 -0.0769231
337 339 -0.0769231
337 340 -0.0769231
337 458 -0.0769231
337 569 -0.0769231
338 15 -0.0769231
338 36 -0.0769231
338 118 -0.0769231
338 151 -0.0769231
338 158 -0.0769231
338 308 -1
338 316 -0.0769231
338 324 -0.5
338 332 -0.0769231
338 336 -0.0769231
338 337 -0.0769231
338 338 2.5
338 339 -0.0769231
338 340 -0.0769231
338 458 -0.0769231
338 569 -0.0769231
339 15 -0.0769231
339 36 -0.0769231
339 118 -0.0769231
339 151 -0.0769231
339 158 -0.0769231
339 309 -1
339 316 -0.0769231
339 325 -0.5
339 332 -0.0769231
339 336 -0.0769231
339 337 -0.0769231
339 338 -0.0769231
339 339 2.5
339 340 -0.0769231
339 458 -0.0769231
339 569 -0.0769231
340 15 -0.0769231
340 36 -0.0769231
340 118 -0.0769231
340 151 -0.0769231
340 158 -0.0769231
340 310 -1
340 316 -0.0769231
340 326 -0.5
340 332 -0.0769231
340 336 -0.0769231
340 337 -0.0769231
340 338 -0.0769231
340 339 -0.0769231
340 340 2.5
340 458 -0.0769231
340 569 -0.0769231
341 321 -0.5
341 341 2
341 661 -1
342 320 -0.5
342 342 2
342 660 -1
343 319 -0.5
343 343 2
343 659 -1
344 318 -0.5
344 344 2
344 658 -1
345 317 -0.5
345 345 2
345 657 -1
346 16 -0.5
346 18 -0.2
346 20 -0.2
346 139 -0.2
346 155 -0.2
346 316 -0.5
346 346 2
346 728 -0.2
347 216 -0.5
347 347 3.125
347 348 -0.5
347 349 -0.125
347 350 -0.125
347 351 -0.125
347 352 -0.125
347 353 -0.125
347 354 -0.125
347 363 -0.125
347 368 -0.25
347 391 -0.5
347 403 -0.5
348 347 -0.5
348 348 3
348 349 -0.125
348 350 -0.5
348 351 -0.125
348 352 -0.125
348 353 -0.125
348 354 -0.125
348 363 -0.125
348 368 -0.25
348 391 -0.5
348 392 -0.5
349 0 -0.5
349 347 -0.125
349 348 -0.125
349 349 3.25
349 350 -0.125
349 351 -0.125
349 352 -0.125
349 353 -0.125
349 354 -0.125
349 363 -0.125
349 368 -0.25
349 393 -1
350 347 -0.125
350 348 -0.5
350 349 -0.125
350 350 3
350 351 -0.5
350 352 -0.125
350 353 -0.125
350 354 -0.125
350 363 -0.125
350 368 -0.25
350 392 -0.5
350 394 -0.5
351 347 -0.125
351 348 -0.125
351 349 -0.125
351 350 -0.5
351 351 3.3
351 352 -0.5
351 353 -0.2
351 354 -0.2
351 363 -0.125
351 367 -0.2
351 368 -0.2
351 394 -0.5
351 395 -0.5
352 347 -0.125
352 348 -0.125
352 349 -0.125
352 350 -0.125
352 351 -0.5
352 352 3.225
352 353 -0.5
352 354 -0.2
352 363 -0.125
352 367 -0.2
352 368 -0.2
352 395 -0.5
352 396 -0.5
353 347 -0.125
353 348 -0.125
353 349 -0.125
353 350 -0.125
353 351 -0.2
353 352 -0.5
353 353 3.225
353 354 -0.5
353 363 -0.125
353 367 -0.2
353 368 -0.2
353 396 -0.5
353 397 -0.5
354 347 -0.125
354 348 -0.125
354 349 -0.125
354 350 -0.125
354 351 -0.2
354 352 -0.2
354 353 -0.5
354 354 3.425
354 355 -0.5
354 363 -0.125
354 367 -0.2
354 368 -0.2
354 397 -0.5
354 398 -0.5
355 354 -0.5
355 355 3.275
355 356 -0.5
355 357 -0.125
355 358 -0.125
355 359 -0.125
355 360 -0.125
355 361 -0.125
355 362 -0.125
355 364 -0.125
355 366 -0.2
355 367 -0.2
355 398 -0.5
355 399 -0.5
356 355 -0.5
356 356 3.15
356 357 -0.5
356 358 -0.125
356 359 -0.125
356 360 -0.125
356 361 -0.125
356 362 -0.125
356 364 -0.125
356 366 -0.2
356 367 -0.2
356 399 -0.5
356 400 -0.5
357 355 -0.125
357 356 -0.5
357 357 3.15
357 358 -0.5
357 359 -0.125
357 360 -0.125
357 361 -0.125
357 362 -0.125
357 364 -0.125
357 366 -0.2
357 367 -0.2
357 400 -0.5
357 401 -0.5
358 355 -0.125
358 356 -0.125
358 357 -0.5
358 358 3.15
358 359 -0.333333
358 360 -0.125
358 361 -0.125
358 362 -0.125
358 364 -0.125
358 366 -0.2
358 367 -0.2
358 401 -0.5
358 420 -0.333333
358 427 -0.333333
359 355 -0.125
359 356 -0.125
359 357 -0.125
359 358 -0.333333
359 359 2.96667
359 360 -0.333333
359 361 -0.2
359 362 -0.2
359 364 -0.125
359 365 -0.2
359 366 -0.2
359 420 -0.333333
359 421 -0.333333
359 427 -0.333333
360 355 -0.125
360 356 -0.125
360 357 -0.125
360 358 -0.125
360 359 -0.333333
360 360 2.89167
360 361 -0.333333
360 362 -0.2
360 364 -0.125
360 365 -0.2
360 366 -0.2
360 421 -0.333333
360 422 -0.333333
360 427 -0.333333
361 355 -0.125
361 356 -0.125
361 357 -0.125
361 358 -0.125
361 359 -0.2
361 360 -0.333333
361 361 3.225
361 362 -0.333333
361 364 -0.125
361 365 -0.2
361 366 -0.2
361 422 -0.333333
361 423 -0.333333
361 427 -0.333333
361 428 -0.333333
362 355 -0.125
362 356 -0.125
362 357 -0.125
362 358 -0.125
362 359 -0.2
362 360 -0.2
362 361 -0.333333
362 362 3.09167
362 364 -0.125
362 365 -0.2
362 366 -0.2
362 423 -0.333333
362 424 -0.5
362 428 -0.5
363 9 -0.0588235
363 141 -0.0588235
363 160 -0.0588235
363 233 -0.0588235
363 347 -0.125
363 348 -0.125
363 349 -0.125
363 350 -0.125
363 351 -0.125
363 352 -0.125
363 353 -0.125
363 354 -0.125
363 363 2
363 364 -0.0588235
363 385 -0.0588235
363 386 -0.0588235
363 450 -0.0588235
363 456 -0.0588235
363 466 -0.0588235
363 492 -0.0588235
363 521 -0.0588235
363 607 -0.0588235
363 626 -0.0588235
363 698 -0.0588235
363 747 -0.0588235
364 9 -0.0588235
364 141 -0.0588235
364 160 -0.0588235
364 233 -0.0588235
364 355 -0.125
364 356 -0.125
364 357 -0.125
364 358 -0.125
364 359 -0.125
364 360 -0.125
364 361 -0.125
364 362 -0.125
364 363 -0.0588235
364 364 2
364 385 -0.0588235
364 386 -0.0588235
364 450 -0.0588235
364 456 -0.0588235
364 466 -0.0588235
364 492 -0.0588235
364 521 -0.0588235
364 607 -0.0588235
364 626 -0.0588235
364 698 -0.0588235
364 747 -0.0588235
365 359 -0.2
365 360 -0.2
365 361 -0.2
365 362 -0.2
365 365 2
365 366 -0.2
365 406 -0.333333
365 411 -0.333333
365 442 -0.333333
366 355 -0.2
366 356 -0.2
366 357 -0.2
366 358 -0.2
366 359 -0.2
366 360 -0.2
366 361 -0.2
366 362 -0.2
366 365 -0.2
366 366 2
366 367 -0.2
367 351 -0.2
367 352 -0.2
367 353 -0.2
367 354 -0.2
367 355 -0.2
367 356 -0.2
367 357 -0.2
367 358 -0.2
367 366 -0.2
367 367 2
367 368 -0.2
368 347 -0.25
368 348 -0.25
368 349 -0.25
368 350 -0.25
368 351 -0.2
368 352 -0.2
368 353 -0.2
368 354 -0.2
368 367 -0.2
368 368 2
369 289 -0.5
369 369 3.125
369 370 -0.5
369 371 -0.125
369 372 -0.125
369 373 -0.125
369 374 -0.125
369 375 -0.125
369 376 -0.125
369 385 -0.125
369 390 -0.25
369 391 -0.5
369 403 -0.5
370 369 -0.5
370 370 3
370 371 -0.5
370 372 -0.125
370 373 -0.125
370 374 -0.125
370 375 -0.125
370 376 -0.125
370 385 -0.125
370 390 -0.25
370 391 -0.5
370 392 -0.5
371 369 -0.125
371 370 -0.5
371 371 3
371 372 -0.5
371 373 -0.125
371 374 -0.125
371 375 -0.125
371 376 -0.125
371 385 -0.125
371 390 -0.25
371 392 -0.5
371 393 -0.5
372 369 -0.125
372 370 -0.125
372 371 -0.5
372 372 3.375
372 373 -0.5
372 374 -0.2
372 375 -0.2
372 376 -0.2
372 385 -0.125
372 389 -0.2
372 390 -0.2
372 393 -0.5
372 394 -0.5
373 369 -0.125
373 370 -0.125
373 371 -0.125
373 372 -0.5
373 373 3
373 374 -0.5
373 375 -0.125
373 376 -0.125
373 385 -0.125
373 390 -0.25
373 394 -0.5
373 395 -0.5
374 369 -0.125
374 370 -0.125
374 371 -0.125
374 372 -0.2
374 373 -0.5
374 374 3.3
374 375 -0.5
374 376 -0.2
374 385 -0.125
374 389 -0.2
374 390 -0.2
374 395 -0.5
374 396 -0.5
375 369 -0.125
375 370 -0.125
375 371 -0.125
375 372 -0.2
375 373 -0.125
375 374 -0.5
375 375 3.225
375 376 -0.5
375 385 -0.125
375 389 -0.2
375 390 -0.2
375 396 -0.5
375 397 -0.5
376 369 -0.125
376 370 -0.125
376 371 -0.125
376 372 -0.2
376 373 -0.125
376 374 -0.2
376 375 -0.5
376 376 3.425
376 377 -0.5
376 385 -0.125
376 389 -0.2
376 390 -0.2
376 397 -0.5
376 398 -0.5
377 376 -0.5
377 377 3.275
377 378 -0.5
377 379 -0.125
377 380 -0.125
377 381 -0.125
377 382 -0.125
377 383 -0.125
377 384 -0.125
377 386 -0.125
377 388 -0.2
377 389 -0.2
377 398 -0.5
377 399 -0.5
378 377 -0.5
378 378 3.15
378 379 -0.5
378 380 -0.125
378 381 -0.125
378 382 -0.125
378 383 -0.125
378 384 -0.125
378 386 -0.125
378 388 -0.2
378 389 -0.2
378 399 -0.5
378 400 -0.5
379 377 -0.125
379 378 -0.5
379 379 3.15
379 380 -0.5
379 381 -0.125
379 382 -0.125
379 383 -0.125
379 384 -0.125
379 386 -0.125
379 388 -0.2
379 389 -0.2
379 400 -0.5
379 401 -0.5
380 377 -0.125
380 378 -0.125
380 379 -0.5
380 380 3.15
380 381 -0.333333
380 382 -0.125
380 383 -0.125
380 384 -0.125
380 386 -0.125
380 388 -0.2
380 389 -0.2
380 401 -0.5
380 431 -0.333333
380 438 -0.333333
381 377 -0.125
381 378 -0.125
381 379 -0.125
381 380 -0.333333
381 381 2.96667
381 382 -0.333333
381 383 -0.2
381 384 -0.2
381 386 -0.125
381 387 -0.2
381 388 -0.2
381 431 -0.333333
381 432 -0.333333
381 438 -0.333333
382 377 -0.125
382 378 -0.125
382 379 -0.125
382 380 -0.125
382 381 -0.333333
382 382 2.89167
382 383 -0.333333
382 384 -0.2
382 386 -0.125
382 387 -0.2
382 388 -0.2
382 432 -0.333333
382 433 -0.333333
382 438 -0.333333
383 377 -0.125
383 378 -0.125
383 379 -0.125
383 380 -0.125
383 381 -0.2
383 382 -0.333333
383 383 3.225
383 384 -0.333333
383 386 -0.125
383 387 -0.2
383 388 -0.2
383 433 -0.333333
383 434 -0.333333
383 438 -0.333333
383 439 -0.333333
384 377 -0.125
384 378 -0.125
384 379 -0.125
384 380 -0.125
384 381 -0.2
384 382 -0.2
384 383 -0.333333
384 384 3.09167
384 386 -0.125
384 387 -0.2
384 388 -0.2
384 434 -0.333333
384 435 -0.5
384 439 -0.5
385 9 -0.0588235
385 141 -0.0588235
385 160 -0.0588235
385 233 -0.0588235
385 363 -0.0588235
385 364 -0.0588235
385 369 -0.125
385 370 -0.125
385 371 -0.125
385 372 -0.125
385 373 -0.125
385 374 -0.125
385 375 -0.125
385 376 -0.125
385 385 2
385 386 -0.0588235
385 450 -0.0588235
385 456 -0.0588235
385 466 -0.0588235
385 492 -0.0588235
385 521 -0.0588235
385 607 -0.0588235
385 626 -0.0588235
385 698 -0.0588235
385 747 -0.0588235
386 9 -0.0588235
386 141 -0.0588235
386 160 -0.0588235
386 233 -0.0588235
386 363 -0.0588235
386 364 -0.0588235
386 377 -0.125
386 378 -0.125
386 379 -0.125
386 380 -0.125
386 381 -0.125
386 382 -0.125
386 383 -0.125
386 384 -0.125
386 385 -0.0588235
386 386 2
386 450 -0.0588235
386 456 -0.0588235
386 466 -0.0588235
386 492 -0.0588235
386 521 -0.0588235
386 607 -0.0588235
386 626 -0.0588235
386 698 -0.0588235
386 747 -0.0588235
387 381 -0.2
387 382 -0.2
387 383 -0.2
387 384 -0.2
387 387 2
387 388 -0.2
387 406 -0.333333
387 412 -0.333333
387 446 -0.333333
388 377 -0.2
388 378 -0.2
388 379 -0.2
388 380 -0.2
388 381 -0.2
388 382 -0.2
388 383 -0.2
388 384 -0.2
388 387 -0.2
388 388 2
388 389 -0.2
389 372 -0.2
389 374 -0.2
389 375 -0.2
389 376 -0.2
389 377 -0.2
389 378 -0.2
389 379 -0.2
389 380 -0.2
389 388 -0.2
389 389 2
389 390 -0.2
390 369 -0.25
390 370 -0.25
390 371 -0.25
390 372 -0.2
390 373 -0.25
390 374 -0.2
390 375 -0.2
390 376 -0.2
390 389 -0.2
390 390 2
391 322 -0.5
391 347 -0.5
391 348 -0.5
391 369 -0.5
391 370 -0.5
391 391 4
391 392 -0.0588235
391 393 -0.0588235
391 394 -0.0588235
391 395 -0.0588235
391 396 -0.0588235
391 397 -0.0588235
391 398 -0.0588235
391 399 -0.0588235
391 400 -0.0588235
391 401 -0.0588235
391 402 -0.0588235
391 403 -0.0588235
391 404 -0.0588235
391 405 -0.0588235
391 406 -0.0588235
391 407 -0.0588235
391 408 -0.0588235
391 637 -0.5
392 323 -0.5
392 348 -0.5
392 350 -0.5
392 370 -0.5
392 371 -0.5
392 391 -0.0588235
392 392 4
392 393 -0.0588235
392 394 -0.0588235
392 395 -0.0588235
392 396 -0.0588235
392 397 -0.0588235
392 398 -0.0588235
392 399 -0.0588235
392 400 -0.0588235
392 401 -0.0588235
392 402 -0.0588235
392 403 -0.0588235
392 404 -0.0588235
392 405 -0.0588235
392 406 -0.0588235
392 407 -0.0588235
392 408 -0.0588235
392 636 -0.5
393 324 -0.5
393 349 -1
393 371 -0.5
393 372 -0.5
393 391 -0.0588235
393 392 -0.0588235
393 393 4
393 394 -0.0588235
393 395 -0.0588235
393 396 -0.0588235
393 397 -0.0588235
393 398 -0.0588235
393 399 -0.0588235
393 400 -0.0588235
393 401 -0.0588235
393 402 -0.0588235
393 403 -0.0588235
393 404 -0.0588235
393 405 -0.0588235
393 406 -0.0588235
393 407 -0.0588235
393 408 -0.0588235
393 635 -0.5
394 325 -0.5
394 350 -0.5
394 351 -0.5
394 372 -0.5
394 373 -0.5
394 391 -0.0588235
394 392 -0.0588235
394 393 -0.0588235
394 394 4
394 395 -0.0588235
394 396 -0.0588235
394 397 -0.0588235
394 398 -0.0588235
394 399 -0.0588235
394 400 -0.0588235
394 401 -0.0588235
394 402 -0.0588235
394 403 -0.0588235
394 404 -0.0588235
394 405 -0.0588235
394 406 -0.0588235
394 407 -0.0588235
394 408 -0.0588235
394 634 -0.5
395 326 -0.5
395 351 -0.5
395 352 -0.5
395 373 -0.5
395 374 -0.5
395 391 -0.0588235
395 392 -0.0588235
395 393 -0.0588235
395 394 -0.0588235
395 395 4
395 396 -0.0588235
395 397 -0.0588235
395 398 -0.0588235
395 399 -0.0588235
395 400 -0.0588235
395 401 -0.0588235
395 402 -0.0588235
395 403 -0.0588235
395 404 -0.0588235
395 405 -0.0588235
395 406 -0.0588235
395 407 -0.0588235
395 408 -0.0588235
395 633 -0.5
396 352 -0.5
396 353 -0.5
396 374 -0.5
396 375 -0.5
396 391 -0.0588235
396 392 -0.0588235
396 393 -0.0588235
396 394 -0.0588235
396 395 -0.0588235
396 396 4
396 397 -0.0588235
396 398 -0.0588235
396 399 -0.0588235
396 400 -0.0588235
396 401 -0.0588235
396 402 -0.0588235
396 403 -0.0588235
396 404 -0.0588235
396 405 -0.0588235
396 406 -0.0588235
396 407 -0.0588235
396 408 -0.0588235
396 413 -0.5
396 632 -0.5
397 353 -0.5
397 354 -0.5
397 375 -0.5
397 376 -0.5
397 391 -0.0588235
397 392 -0.0588235
397 393 -0.0588235
397 394 -0.0588235
397 395 -0.0588235
397 396 -0.0588235
397 397 4
397 398 -0.0588235
397 399 -0.0588235
397 400 -0.0588235
397 401 -0.0588235
397 402 -0.0588235
397 403 -0.0588235
397 404 -0.0588235
397 405 -0.0588235
397 406 -0.0588235
397 407 -0.0588235
397 408 -0.0588235
397 414 -0.5
397 631 -0.5
398 354 -0.5
398 355 -0.5
398 376 -0.5
398 377 -0.5
398 391 -0.0588235
398 392 -0.0588235
398 393 -0.0588235
398 394 -0.0588235
398 395 -0.0588235
398 396 -0.0588235
398 397 -0.0588235
398 398 4
398 399 -0.0588235
398 400 -0.0588235
398 401 -0.0588235
398 402 -0.0588235
398 403 -0.0588235
398 404 -0.0588235
398 405 -0.0588235
398 406 -0.0588235
398 407 -0.0588235
398 408 -0.0588235
398 415 -0.5
398 630 -0.5
399 355 -0.5
399 356 -0.5
399 377 -0.5
399 378 -0.5
399 391 -0.0588235
399 392 -0.0588235
399 393 -0.0588235
399 394 -0.0588235
399 395 -0.0588235
399 396 -0.0588235
399 397 -0.0588235
399 398 -0.0588235
399 399 4
399 400 -0.0588235
399 401 -0.0588235
399 402 -0.0588235
399 403 -0.0588235
399 404 -0.0588235
399 405 -0.0588235
399 406 -0.0588235
399 407 -0.0588235
399 408 -0.0588235
399 416 -0.5
399 629 -0.5
400 356 -0.5
400 357 -0.5
400 378 -0.5
400 379 -0.5
400 391 -0.0588235
400 392 -0.0588235
400 393 -0.0588235
400 394 -0.0588235
400 395 -0.0588235
400 396 -0.0588235
400 397 -0.0588235
400 398 -0.0588235
400 399 -0.0588235
400 400 4
400 401 -0.0588235
400 402 -0.0588235
400 403 -0.0588235
400 404 -0.0588235
400 405 -0.0588235
400 406 -0.0588235
400 407 -0.0588235
400 408 -0.0588235
400 417 -0.5
400 628 -0.5
401 357 -0.5
401 358 -0.5
401 379 -0.5
401 380 -0.5
401 391 -0.0588235
401 392 -0.0588235
401 393 -0.0588235
401 394 -0.0588235
401 395 -0.0588235
401 396 -0.0588235
401 397 -0.0588235
401 398 -0.0588235
401 399 -0.0588235
401 400 -0.0588235
401 401 4
401 402 -0.0588235
401 403 -0.0588235
401 404 -0.0588235
401 405 -0.0588235
401 406 -0.0588235
401 407 -0.0588235
401 408 -0.0588235
401 418 -0.5
401 627 -0.5
402 45 -1
402 218 -0.5
402 291 -0.5
402 391 -0.0588235
402 392 -0.0588235
402 393 -0.0588235
402 394 -0.0588235
402 395 -0.0588235
402 396 -0.0588235
402 397 -0.0588235
402 398 -0.0588235
402 399 -0.0588235
402 400 -0.0588235
402 401 -0.0588235
402 402 4
402 403 -0.0588235
